EmployeeNumber,Attrition,MonthlyIncome,OverTime,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,TotalWorkingYears,YearsAtCompany,Department,JobRole,Gender,Attrition_Flag
735,No,2451,No,2,1,2,4,4,Research & Development,Laboratory Technician,Male,0
736,No,4240,No,3,3,1,19,2,Research & Development,Healthcare Representative,Male,0
737,No,10999,No,3,3,3,27,15,Research & Development,Healthcare Representative,Male,0
738,No,5003,No,3,3,4,8,2,Research & Development,Manufacturing Director,Female,0
739,No,12742,No,3,4,4,21,21,Research & Development,Manufacturing Director,Female,0
740,No,4227,No,3,4,1,4,3,Research & Development,Manufacturing Director,Female,0
741,No,3917,No,2,4,2,3,3,Research & Development,Laboratory Technician,Male,0
742,No,18303,No,4,3,4,21,1,Sales,Manager,Male,0
743,No,2380,No,3,4,1,8,1,Research & Development,Laboratory Technician,Male,0
744,No,13726,Yes,3,4,3,30,5,Research & Development,Manufacturing Director,Female,0
745,Yes,4777,No,1,2,1,15,1,Research & Development,Healthcare Representative,Female,1
746,No,6385,Yes,3,2,3,17,8,Research & Development,Healthcare Representative,Male,0
747,No,19973,No,3,3,2,21,21,Research & Development,Research Director,Female,0
748,No,6861,Yes,3,4,2,19,1,Sales,Sales Executive,Male,0
749,Yes,4969,No,3,1,2,7,2,Sales,Sales Executive,Male,1
750,Yes,19845,No,3,4,1,33,32,Sales,Manager,Female,1
751,No,13320,Yes,3,4,4,23,12,Sales,Sales Executive,Female,0
752,No,6347,No,3,3,4,19,18,Sales,Sales Executive,Female,0
753,Yes,2743,No,3,1,3,18,17,Research & Development,Laboratory Technician,Female,1
754,No,10880,Yes,3,1,4,21,21,Research & Development,Manufacturing Director,Female,0
755,No,2342,No,2,4,2,3,2,Sales,Sales Representative,Female,0
756,No,17650,No,4,4,4,26,9,Sales,Manager,Female,0
757,No,4025,No,3,3,4,10,8,Research & Development,Laboratory Technician,Female,0
758,No,9725,No,2,4,2,16,15,Sales,Sales Executive,Male,0
759,No,11904,Yes,1,4,2,14,6,Sales,Manager,Male,0
760,No,2177,No,3,2,2,6,6,Human Resources,Human Resources,Male,0
761,No,7525,No,3,2,3,30,15,Sales,Sales Executive,Female,0
762,Yes,4834,No,2,3,1,9,1,Research & Development,Laboratory Technician,Male,1
763,Yes,2042,Yes,3,1,1,6,3,Research & Development,Research Scientist,Male,1
764,No,2220,Yes,3,3,3,1,1,Sales,Sales Representative,Female,0
765,No,1052,No,3,2,4,1,1,Sales,Sales Representative,Male,0
766,No,2821,No,3,3,3,8,2,Research & Development,Research Scientist,Male,0
767,No,19237,Yes,2,3,2,29,8,Research & Development,Research Director,Male,0
768,No,4107,No,2,2,4,8,4,Research & Development,Healthcare Representative,Female,0
769,No,8396,No,2,1,3,8,7,Sales,Sales Executive,Male,0
770,No,2007,No,3,3,1,5,5,Research & Development,Research Scientist,Female,0
771,No,19627,No,3,4,4,23,2,Research & Development,Research Director,Male,0
772,No,10686,No,3,3,3,13,9,Sales,Sales Executive,Female,0
773,No,2942,No,3,3,1,18,5,Research & Development,Research Scientist,Female,0
774,No,8858,No,2,4,4,15,14,Research & Development,Manufacturing Director,Female,0
775,No,16756,No,4,1,3,31,9,Research & Development,Manager,Male,0
776,No,10798,No,3,4,3,18,1,Sales,Sales Executive,Male,0
777,Yes,2323,Yes,3,4,4,2,2,Sales,Sales Representative,Female,1
778,Yes,1416,No,2,1,3,1,1,Research & Development,Laboratory Technician,Female,1
779,No,4615,Yes,3,1,4,19,16,Research & Development,Research Scientist,Female,0
780,Yes,2461,Yes,4,3,1,18,10,Research & Development,Research Scientist,Male,1
781,Yes,8722,No,2,1,2,10,10,Research & Development,Healthcare Representative,Male,1
782,No,3955,No,3,1,1,6,5,Research & Development,Laboratory Technician,Male,0
783,No,9957,No,2,1,3,7,6,Research & Development,Manufacturing Director,Male,0
784,No,3376,No,3,3,2,10,10,Research & Development,Research Scientist,Female,0
785,No,8823,No,2,3,3,20,19,Research & Development,Healthcare Representative,Female,0
786,No,10322,No,3,4,1,14,11,Research & Development,Healthcare Representative,Male,0
787,No,4621,No,3,3,1,3,3,Research & Development,Laboratory Technician,Male,0
788,No,10976,No,3,2,4,23,3,Research & Development,Manufacturing Director,Male,0
789,No,3660,No,4,3,3,10,8,Research & Development,Research Scientist,Female,0
790,Yes,10482,No,3,1,2,24,20,Human Resources,Human Resources,Male,1
791,No,7119,No,3,4,4,9,3,Research & Development,Healthcare Representative,Male,0
792,Yes,9582,Yes,3,1,4,9,8,Sales,Sales Executive,Male,1
793,Yes,4508,No,3,3,1,14,13,Research & Development,Research Scientist,Female,1
794,No,2207,No,2,3,1,4,4,Research & Development,Laboratory Technician,Male,0
795,No,7756,No,2,4,1,7,6,Research & Development,Healthcare Representative,Male,0
796,No,6694,Yes,3,4,4,8,1,Sales,Sales Executive,Female,0
797,Yes,3691,Yes,4,4,4,7,7,Research & Development,Laboratory Technician,Male,1
798,Yes,2377,No,2,3,1,1,1,Research & Development,Laboratory Technician,Male,1
799,Yes,2313,Yes,3,2,1,5,2,Research & Development,Research Scientist,Male,1
800,No,17665,No,3,1,4,23,22,Research & Development,Manager,Male,0
801,Yes,2596,No,3,2,1,1,1,Research & Development,Laboratory Technician,Male,1
802,Yes,4728,Yes,3,3,4,5,0,Sales,Sales Executive,Male,1
803,No,4302,No,3,2,4,4,3,Sales,Sales Executive,Female,0
804,No,2979,No,3,4,3,6,0,Research & Development,Research Scientist,Male,0
805,No,16885,No,2,4,1,27,5,Research & Development,Manager,Male,0
806,No,5593,No,3,3,2,15,15,Sales,Sales Executive,Female,0
807,No,10445,No,3,2,2,18,8,Research & Development,Healthcare Representative,Male,0
808,No,8740,Yes,3,3,3,9,8,Sales,Sales Executive,Male,0
809,No,2514,No,3,4,3,11,7,Research & Development,Research Scientist,Female,0
810,No,7655,No,2,2,4,10,9,Research & Development,Manufacturing Director,Female,0
811,No,17465,No,3,3,1,23,12,Sales,Manager,Male,0
812,No,7351,No,3,2,4,10,1,Sales,Sales Executive,Male,0
813,No,10820,No,3,1,3,18,8,Research & Development,Manufacturing Director,Female,0
814,Yes,12169,No,3,4,1,21,18,Research & Development,Healthcare Representative,Male,1
815,No,19626,No,4,3,3,21,20,Research & Development,Research Director,Male,0
816,No,2070,Yes,4,2,4,2,2,Research & Development,Research Scientist,Female,0
817,No,6782,No,2,2,3,9,5,Research & Development,Laboratory Technician,Male,0
818,No,7779,No,3,4,1,18,11,Research & Development,Manufacturing Director,Male,0
819,No,2791,No,3,4,3,3,2,Sales,Sales Representative,Male,0
820,No,3201,No,1,2,1,6,5,Research & Development,Research Scientist,Male,0
821,No,4968,No,3,4,4,5,5,Sales,Sales Executive,Male,0
822,No,13120,No,3,2,4,22,9,Sales,Sales Executive,Male,0
823,No,4033,No,2,3,4,5,3,Research & Development,Manufacturing Director,Male,0
824,No,3291,No,2,2,4,8,7,Research & Development,Research Scientist,Female,0
825,No,4272,No,3,4,2,16,1,Research & Development,Laboratory Technician,Male,0
826,No,5056,Yes,2,4,2,10,10,Research & Development,Manufacturing Director,Male,0
827,No,2844,No,4,3,3,7,7,Human Resources,Human Resources,Male,0
828,No,2703,Yes,3,3,3,3,3,Research & Development,Research Scientist,Male,0
829,Yes,1904,No,3,3,3,0,0,Research & Development,Laboratory Technician,Male,1
830,Yes,8224,Yes,3,1,1,6,5,Sales,Sales Executive,Female,1
831,No,4766,Yes,3,4,2,6,1,Research & Development,Laboratory Technician,Male,0
832,Yes,2610,No,2,3,3,2,2,Research & Development,Laboratory Technician,Male,1
833,No,5731,No,3,4,3,9,6,Research & Development,Healthcare Representative,Female,0
834,No,2539,No,3,3,4,4,4,Research & Development,Research Scientist,Male,0
835,No,5714,No,2,3,2,6,6,Sales,Sales Executive,Female,0
836,No,4323,No,1,3,3,6,5,Human Resources,Human Resources,Male,0
837,Yes,7336,No,1,1,4,11,11,Sales,Sales Executive,Female,1
838,No,13499,No,2,3,2,20,18,Research & Development,Research Director,Female,0
839,Yes,13758,Yes,2,1,3,22,21,Sales,Sales Executive,Male,1
840,No,5155,No,4,1,2,9,6,Sales,Sales Executive,Male,0
841,No,2258,No,3,3,4,10,8,Research & Development,Laboratory Technician,Male,0
842,No,3597,No,3,2,4,6,4,Research & Development,Laboratory Technician,Male,0
843,Yes,2515,Yes,2,4,3,1,1,Research & Development,Laboratory Technician,Female,1
844,No,4420,No,3,4,1,8,8,Research & Development,Laboratory Technician,Male,0
845,No,6578,No,3,3,3,10,10,Sales,Sales Executive,Male,0
846,No,4422,Yes,1,4,3,16,1,Research & Development,Research Scientist,Female,0
847,No,10274,No,4,2,3,15,7,Research & Development,Manufacturing Director,Male,0
848,No,5343,No,3,1,4,14,13,Research & Development,Healthcare Representative,Male,0
849,No,2376,No,4,4,4,2,2,Research & Development,Laboratory Technician,Male,0
850,Yes,5346,No,2,3,1,7,4,Sales,Sales Executive,Female,1
851,No,2827,No,3,1,3,1,1,Sales,Sales Representative,Female,0
852,No,19943,No,3,1,4,28,5,Research & Development,Manager,Female,0
853,No,3131,No,3,4,2,10,10,Research & Development,Laboratory Technician,Female,0
854,No,2552,No,3,1,3,1,1,Research & Development,Research Scientist,Male,0
855,No,4477,Yes,2,3,1,7,3,Research & Development,Research Scientist,Female,0
856,No,6474,No,2,4,4,14,14,Research & Development,Manufacturing Director,Female,0
857,No,3033,No,2,3,1,2,2,Research & Development,Laboratory Technician,Male,0
858,Yes,2936,Yes,3,3,3,6,6,Research & Development,Research Scientist,Male,1
859,No,18606,No,3,3,4,26,7,Research & Development,Manager,Female,0
860,No,2168,Yes,2,4,2,6,5,Research & Development,Research Scientist,Female,0
861,Yes,2853,Yes,3,4,3,1,0,Research & Development,Research Scientist,Male,1
862,No,17048,No,3,1,3,28,26,Sales,Manager,Female,0
863,No,2290,No,3,3,4,6,0,Research & Development,Research Scientist,Male,0
864,No,3600,No,3,3,2,5,5,Human Resources,Human Resources,Male,0
865,Yes,2107,No,1,1,1,5,1,Research & Development,Research Scientist,Male,1
866,No,4115,No,3,1,3,8,4,Sales,Sales Executive,Male,0
867,No,4327,No,3,2,2,5,0,Sales,Sales Executive,Male,0
868,No,17856,No,3,1,4,32,2,Research & Development,Manager,Female,0
869,No,3196,No,3,1,4,6,6,Research & Development,Laboratory Technician,Male,0
870,No,19081,No,3,2,4,25,4,Research & Development,Research Director,Male,0
871,No,8966,Yes,3,1,3,15,7,Sales,Sales Executive,Male,0
872,Yes,2210,No,1,2,4,1,1,Research & Development,Laboratory Technician,Female,1
873,No,4539,No,2,3,2,10,10,Sales,Sales Executive,Female,0
874,No,2741,No,3,3,3,7,7,Research & Development,Laboratory Technician,Male,0
875,No,3491,No,2,3,3,10,10,Research & Development,Laboratory Technician,Male,0
876,No,4541,No,3,4,4,20,20,Research & Development,Research Scientist,Male,0
877,No,2678,No,3,4,3,2,2,Sales,Sales Representative,Male,0
878,No,7379,No,2,4,4,12,6,Research & Development,Manufacturing Director,Male,0
879,No,6272,No,4,1,4,10,4,Human Resources,Human Resources,Male,0
880,No,5220,Yes,3,4,2,12,11,Sales,Sales Executive,Male,0
881,No,2743,No,3,2,3,2,2,Research & Development,Laboratory Technician,Female,0
882,No,4998,Yes,3,3,4,10,8,Research & Development,Research Scientist,Female,0
883,No,10252,Yes,3,1,3,17,7,Research & Development,Manufacturing Director,Female,0
884,No,2781,No,3,4,1,15,14,Research & Development,Research Scientist,Male,0
885,No,6852,No,4,2,2,7,5,Sales,Sales Executive,Female,0
886,No,4950,No,3,4,3,5,4,Sales,Sales Executive,Male,0
887,No,3579,Yes,3,2,4,12,11,Research & Development,Research Scientist,Male,0
888,No,13191,Yes,3,1,1,20,1,Research & Development,Research Director,Female,0
889,No,10377,Yes,2,4,3,16,13,Sales,Sales Executive,Female,0
890,No,2235,Yes,2,1,1,9,9,Research & Development,Research Scientist,Male,0
891,No,10502,No,1,3,4,33,5,Research & Development,Manufacturing Director,Female,0
892,No,2011,No,3,4,1,10,10,Research & Development,Research Scientist,Female,0
893,Yes,1859,Yes,4,2,1,1,1,Research & Development,Research Scientist,Female,1
894,No,3760,No,3,4,1,3,3,Research & Development,Research Scientist,Female,0
895,No,17779,No,3,4,4,36,10,Research & Development,Research Director,Male,0
896,No,6833,Yes,2,1,3,6,6,Research & Development,Healthcare Representative,Male,0
897,No,6812,No,3,1,3,10,10,Research & Development,Healthcare Representative,Female,0
898,No,5171,No,3,4,3,13,6,Sales,Sales Executive,Female,0
899,No,19740,No,3,4,3,25,8,Research & Development,Research Director,Male,0
900,No,18711,No,4,3,1,23,1,Research & Development,Manager,Male,0
901,No,3692,No,2,2,3,12,11,Research & Development,Research Scientist,Male,0
902,No,2559,No,2,2,4,7,1,Research & Development,Laboratory Technician,Male,0
903,No,2517,No,3,3,1,5,5,Research & Development,Research Scientist,Male,0
904,No,6623,Yes,3,4,3,6,6,Research & Development,Healthcare Representative,Male,0
905,No,18265,No,4,4,4,25,1,Research & Development,Research Director,Male,0
906,No,16124,No,2,4,4,9,7,Research & Development,Research Director,Female,0
907,No,2585,No,2,3,3,2,1,Research & Development,Research Scientist,Female,0
908,No,18213,No,3,2,2,26,22,Sales,Manager,Male,0
909,No,8380,Yes,3,3,4,10,9,Sales,Sales Executive,Male,0
910,No,2994,Yes,3,4,2,1,1,Research & Development,Research Scientist,Female,0
911,No,1223,No,3,3,4,1,1,Research & Development,Research Scientist,Male,0
912,Yes,1118,Yes,3,4,3,1,1,Sales,Sales Representative,Male,1
913,No,2875,Yes,2,4,3,8,8,Research & Development,Research Scientist,Male,0
914,Yes,18824,Yes,3,2,1,26,24,Sales,Manager,Female,1
915,No,13577,Yes,3,2,4,34,33,Research & Development,Healthcare Representative,Male,0
916,Yes,2625,No,1,3,1,2,2,Research & Development,Laboratory Technician,Female,1
917,No,18789,No,3,2,4,26,11,Sales,Manager,Female,0
918,No,4538,Yes,3,1,3,4,3,Sales,Sales Executive,Female,0
919,No,19847,Yes,2,2,4,31,29,Sales,Manager,Male,0
920,No,10512,No,2,4,4,25,9,Research & Development,Manufacturing Director,Male,0
921,No,4444,No,4,2,3,15,11,Research & Development,Laboratory Technician,Female,0
922,No,2154,Yes,2,3,4,5,4,Research & Development,Laboratory Technician,Male,0
923,No,19190,No,2,1,3,26,25,Research & Development,Manager,Male,0
924,No,4490,No,4,2,3,14,10,Human Resources,Human Resources,Male,0
925,No,3506,Yes,3,3,3,4,3,Research & Development,Research Scientist,Male,0
926,No,2372,Yes,3,2,2,18,1,Research & Development,Research Scientist,Female,0
927,No,10231,No,4,4,4,23,21,Sales,Sales Executive,Female,0
928,No,5410,Yes,3,2,3,18,16,Research & Development,Manufacturing Director,Female,0
929,Yes,7978,No,3,4,1,10,10,Research & Development,Healthcare Representative,Female,1
930,No,3867,Yes,3,4,4,2,2,Research & Development,Laboratory Technician,Male,0
931,No,2838,No,2,3,2,8,7,Research & Development,Laboratory Technician,Female,0
932,No,4695,Yes,3,3,3,10,8,Research & Development,Manufacturing Director,Female,0
933,Yes,3339,Yes,3,3,2,10,7,Research & Development,Laboratory Technician,Female,1
934,No,2080,No,2,1,4,5,3,Research & Development,Research Scientist,Male,0
935,No,2096,No,2,2,4,2,2,Research & Development,Research Scientist,Female,0
936,No,6209,No,4,4,3,10,10,Sales,Sales Executive,Male,0
937,No,18061,No,3,2,2,22,0,Research & Development,Manager,Female,0
938,No,17123,Yes,3,2,3,21,19,Research & Development,Manager,Female,0
939,No,2372,No,3,3,1,2,2,Research & Development,Research Scientist,Male,0
940,Yes,4883,No,3,3,4,10,10,Research & Development,Laboratory Technician,Male,1
941,Yes,3904,No,3,1,3,6,5,Research & Development,Research Scientist,Male,1
942,No,4627,No,3,4,1,10,9,Research & Development,Laboratory Technician,Female,0
943,No,7094,No,3,3,4,10,7,Research & Development,Healthcare Representative,Female,0
944,No,3423,No,4,1,4,10,7,Human Resources,Human Resources,Female,0
945,No,6674,No,3,4,3,10,9,Research & Development,Laboratory Technician,Female,0
946,No,16880,Yes,3,1,4,25,3,Research & Development,Research Director,Female,0
947,Yes,9094,Yes,3,2,4,9,5,Sales,Sales Executive,Male,1
948,Yes,8446,Yes,2,2,2,10,8,Sales,Sales Executive,Male,1
949,No,11916,Yes,3,1,2,9,9,Research & Development,Manager,Female,0
950,No,4534,No,3,3,1,9,8,Research & Development,Manufacturing Director,Male,0
951,No,9852,Yes,2,3,4,10,10,Sales,Sales Executive,Female,0
952,No,6151,No,3,2,3,19,19,Sales,Sales Executive,Male,0
953,Yes,2302,Yes,4,2,4,3,3,Sales,Sales Representative,Female,1
954,Yes,2362,No,4,1,1,10,3,Research & Development,Laboratory Technician,Male,1
955,No,17861,Yes,2,3,3,21,20,Research & Development,Manager,Male,0
956,No,19187,No,3,3,4,23,19,Research & Development,Manager,Female,0
957,No,19717,No,3,2,4,36,7,Human Resources,Manager,Male,0
958,No,3544,No,3,3,3,6,4,Research & Development,Research Scientist,Male,0
959,No,8500,No,2,4,4,10,9,Research & Development,Healthcare Representative,Male,0
960,No,4661,No,3,4,3,9,9,Research & Development,Research Scientist,Male,0
961,No,4103,No,3,1,3,10,9,Sales,Sales Executive,Female,0
962,No,4249,Yes,3,3,3,9,9,Research & Development,Research Scientist,Male,0
963,No,14026,Yes,3,2,3,33,33,Human Resources,Manager,Male,0
964,No,6893,No,3,1,2,11,7,Sales,Sales Executive,Female,0
965,No,6125,No,4,1,3,10,10,Sales,Sales Executive,Female,0
966,No,3669,No,2,4,4,7,3,Research & Development,Laboratory Technician,Male,0
967,Yes,10008,Yes,2,1,3,31,10,Research & Development,Manufacturing Director,Female,1
968,No,2387,No,3,2,2,7,4,Research & Development,Laboratory Technician,Male,0
969,No,4639,No,2,1,1,17,15,Sales,Sales Executive,Female,0
970,No,7898,No,3,4,4,11,10,Research & Development,Manufacturing Director,Male,0
971,No,2534,No,3,4,3,5,1,Sales,Sales Representative,Female,0
972,No,13142,No,2,2,4,29,5,Research & Development,Manufacturing Director,Female,0
973,No,1611,No,4,4,4,0,0,Research & Development,Laboratory Technician,Female,0
974,No,5363,No,3,4,4,10,9,Research & Development,Laboratory Technician,Female,0
975,No,5071,No,3,4,4,8,6,Sales,Sales Executive,Male,0
976,Yes,13695,Yes,2,3,1,24,19,Sales,Sales Executive,Male,1
977,No,13402,Yes,3,2,4,33,19,Research & Development,Manufacturing Director,Male,0
978,No,2029,No,3,3,1,5,5,Research & Development,Research Scientist,Female,0
979,No,6377,No,3,3,2,15,12,Research & Development,Healthcare Representative,Female,0
980,No,5429,No,3,3,2,10,8,Research & Development,Laboratory Technician,Male,0
981,Yes,2785,No,4,4,3,3,1,Sales,Sales Representative,Female,1
982,Yes,4614,Yes,2,3,4,5,4,Sales,Sales Executive,Female,1
983,No,2610,No,3,3,4,4,4,Research & Development,Research Scientist,Male,0
984,No,6687,No,4,4,3,14,14,Research & Development,Healthcare Representative,Female,0
985,No,4724,No,3,1,3,5,5,Sales,Sales Executive,Male,0
986,Yes,6179,Yes,2,3,4,10,10,Research & Development,Manufacturing Director,Male,1
987,No,6120,Yes,4,4,1,8,5,Sales,Sales Executive,Male,0
988,No,10596,No,3,2,2,14,4,Sales,Sales Executive,Male,0
989,No,5467,Yes,2,4,4,12,6,Research & Development,Research Scientist,Female,0
990,No,2996,Yes,3,3,3,8,6,Research & Development,Research Scientist,Male,0
991,No,9998,No,4,4,2,8,5,Sales,Sales Executive,Male,0
992,No,4078,Yes,2,2,3,4,3,Sales,Sales Executive,Male,0
993,No,10920,No,3,3,3,13,6,Research & Development,Healthcare Representative,Male,0
994,No,6232,No,2,3,1,6,3,Sales,Sales Executive,Male,0
995,No,13247,Yes,2,3,4,24,5,Research & Development,Manufacturing Director,Female,0
996,No,4081,Yes,1,3,1,20,20,Research & Development,Research Scientist,Female,0
997,No,5769,Yes,3,4,4,6,6,Sales,Sales Executive,Female,0
998,Yes,2394,Yes,3,3,4,8,8,Research & Development,Research Scientist,Female,1
999,No,3904,No,3,4,1,5,4,Research & Development,Research Scientist,Male,0
1000,No,16799,No,3,1,3,21,20,Human Resources,Manager,Female,0
1001,No,2950,No,1,1,3,12,5,Research & Development,Laboratory Technician,Female,0
1002,No,3629,No,3,3,1,8,3,Research & Development,Laboratory Technician,Female,0
1003,No,9362,No,3,4,3,10,2,Research & Development,Manufacturing Director,Male,0
1004,No,3229,No,2,4,1,7,3,Research & Development,Laboratory Technician,Male,0
1005,No,3578,No,3,1,3,8,7,Research & Development,Laboratory Technician,Male,0
1006,No,7988,No,2,1,2,10,10,Human Resources,Human Resources,Male,0
1007,Yes,4284,No,3,1,1,20,4,Research & Development,Laboratory Technician,Male,1
1008,Yes,7553,Yes,3,4,3,9,8,Research & Development,Healthcare Representative,Female,1
1009,No,17328,No,2,4,4,29,20,Research & Development,Research Director,Female,0
1010,No,19701,Yes,3,1,4,32,9,Research & Development,Research Director,Female,0
1011,No,14732,No,4,4,2,31,7,Research & Development,Research Director,Male,0
1012,No,9278,Yes,3,2,1,15,5,Sales,Sales Executive,Female,0
1013,Yes,1359,No,3,3,2,1,1,Sales,Sales Representative,Female,1
1014,No,4779,No,3,1,4,8,3,Sales,Sales Executive,Female,0
1015,No,16422,No,4,2,1,9,3,Research & Development,Research Director,Female,0
1016,No,2996,No,3,1,4,10,4,Research & Development,Research Scientist,Male,0
1017,Yes,1261,No,4,2,1,1,1,Research & Development,Research Scientist,Female,1
1018,No,2099,No,4,1,2,6,5,Research & Development,Laboratory Technician,Male,0
1019,No,5810,No,2,4,1,10,10,Research & Development,Laboratory Technician,Male,0
1020,No,5647,No,2,1,3,11,3,Sales,Sales Executive,Female,0
1021,No,3420,No,2,4,1,17,6,Research & Development,Research Scientist,Male,0
1022,Yes,4400,No,3,1,1,6,3,Sales,Sales Representative,Male,1
1023,No,3500,No,1,3,3,7,6,Research & Development,Laboratory Technician,Male,0
1024,No,2066,No,4,1,1,5,3,Research & Development,Research Scientist,Female,0
1025,No,17169,No,4,3,1,26,20,Research & Development,Research Director,Female,0
1026,No,4162,Yes,3,3,4,5,5,Sales,Sales Executive,Female,0
1027,No,9204,No,2,4,4,7,4,Sales,Sales Executive,Male,0
1028,No,3294,No,2,2,4,7,5,Research & Development,Laboratory Technician,Female,0
1029,No,2127,Yes,2,3,2,7,4,Research & Development,Research Scientist,Male,0
1030,No,3975,No,4,3,3,11,8,Research & Development,Laboratory Technician,Male,0
1031,No,10793,No,3,4,1,13,13,Sales,Sales Executive,Male,0
1032,Yes,10096,No,4,4,1,28,7,Sales,Sales Executive,Male,1
1033,Yes,3646,Yes,4,1,1,11,1,Research & Development,Laboratory Technician,Female,1
1034,Yes,7446,No,3,2,3,10,10,Research & Development,Manufacturing Director,Female,1
1035,No,10851,Yes,3,1,2,24,7,Research & Development,Healthcare Representative,Male,0
1036,No,2109,No,3,2,4,8,3,Human Resources,Human Resources,Female,0
1037,Yes,3722,Yes,1,4,2,7,2,Research & Development,Laboratory Technician,Male,1
1038,No,9380,Yes,4,4,2,10,3,Research & Development,Manufacturing Director,Male,0
1039,No,5486,No,3,1,3,15,2,Sales,Sales Executive,Male,0
1040,Yes,2742,No,3,3,1,2,2,Human Resources,Human Resources,Female,1
1041,No,13757,No,3,2,4,16,9,Research & Development,Research Director,Male,0
1042,No,8463,No,3,1,4,6,5,Sales,Sales Executive,Male,0
1043,No,3162,No,3,3,3,7,5,Research & Development,Laboratory Technician,Male,0
1044,No,16598,No,2,2,4,35,9,Research & Development,Research Director,Male,0
1045,No,6651,No,2,3,1,20,3,Research & Development,Healthcare Representative,Male,0
1046,No,2345,No,4,3,3,8,3,Research & Development,Research Scientist,Male,0
1047,No,3420,No,2,2,4,6,5,Research & Development,Research Scientist,Male,0
1048,No,4373,No,3,1,4,5,4,Sales,Sales Executive,Male,0
1049,No,4759,No,3,1,4,15,13,Sales,Sales Executive,Male,0
1050,No,5301,No,2,3,4,4,2,Sales,Sales Executive,Male,0
1051,No,3673,No,3,4,1,12,12,Research & Development,Laboratory Technician,Female,0
1052,No,4768,No,2,3,1,11,1,Sales,Sales Executive,Female,0
1053,No,1274,No,2,3,3,1,1,Research & Development,Research Scientist,Male,0
1054,No,4900,No,2,3,2,13,12,Research & Development,Research Scientist,Male,0
1055,No,10466,No,3,2,3,29,8,Research & Development,Healthcare Representative,Male,0
1056,No,17007,No,2,1,2,16,14,Research & Development,Research Director,Male,0
1057,Yes,2909,No,4,3,1,5,3,Sales,Sales Representative,Male,1
1058,Yes,5765,No,1,2,1,7,5,Sales,Sales Executive,Female,1
1059,Yes,4599,Yes,4,2,1,16,15,Sales,Sales Executive,Female,1
1060,No,2404,No,3,3,4,1,1,Sales,Sales Representative,Male,0
1061,Yes,3172,Yes,2,1,2,4,0,Research & Development,Laboratory Technician,Male,1
1062,No,2033,No,3,2,4,1,1,Sales,Sales Representative,Female,0
1063,No,10209,Yes,2,3,2,16,2,Research & Development,Manufacturing Director,Male,0
1064,No,8620,No,3,3,3,10,10,Sales,Sales Executive,Male,0
1065,No,2064,No,4,3,3,6,5,Human Resources,Human Resources,Male,0
1066,No,4035,Yes,3,3,4,4,3,Research & Development,Healthcare Representative,Male,0
1067,No,3838,No,3,2,1,8,5,Research & Development,Laboratory Technician,Female,0
1068,No,4591,Yes,2,3,3,11,5,Sales,Sales Executive,Female,0
1069,Yes,2561,No,2,1,3,8,0,Research & Development,Laboratory Technician,Male,1
1070,No,1563,No,1,3,1,1,1,Research & Development,Research Scientist,Male,0
1071,No,4898,No,3,1,3,5,4,Sales,Sales Executive,Male,0
1072,No,4789,No,3,1,3,10,3,Research & Development,Laboratory Technician,Female,0
1073,No,3180,No,3,2,4,4,3,Research & Development,Laboratory Technician,Female,0
1074,No,6549,No,2,2,3,8,8,Research & Development,Manufacturing Director,Male,0
1075,No,6388,Yes,3,3,4,14,0,Research & Development,Healthcare Representative,Male,0
1076,No,11244,No,4,4,3,10,5,Research & Development,Manager,Male,0
1077,No,16032,No,3,4,2,26,14,Research & Development,Manager,Female,0
1078,Yes,2362,No,1,1,1,11,9,Research & Development,Research Scientist,Male,1
1079,No,16328,No,4,1,4,24,20,Research & Development,Research Director,Male,0
1080,No,8376,No,3,2,2,9,2,Research & Development,Manufacturing Director,Female,0
1081,No,16606,No,4,2,3,23,13,Sales,Manager,Female,0
1082,No,8606,No,1,2,4,11,11,Research & Development,Healthcare Representative,Female,0
1083,No,2272,No,3,3,1,5,4,Research & Development,Laboratory Technician,Male,0
1084,Yes,2018,No,1,1,4,15,5,Research & Development,Laboratory Technician,Male,1
1085,No,7083,Yes,3,3,4,10,10,Sales,Sales Executive,Male,0
1086,Yes,4084,No,1,3,4,7,7,Research & Development,Research Scientist,Female,1
1087,No,14411,Yes,3,4,3,32,32,Research & Development,Research Director,Male,0
1088,No,2308,Yes,3,3,2,12,11,Sales,Sales Representative,Male,0
1089,No,4841,No,3,2,3,4,1,Research & Development,Laboratory Technician,Male,0
1090,No,4285,No,3,4,1,10,10,Research & Development,Research Scientist,Male,0
1091,No,9715,No,3,1,3,9,7,Research & Development,Healthcare Representative,Female,0
1092,No,4320,No,3,2,4,5,5,Research & Development,Manufacturing Director,Male,0
1093,No,2132,No,3,4,4,8,5,Research & Development,Research Scientist,Male,0
1094,No,10124,Yes,1,4,4,24,20,Research & Development,Healthcare Representative,Male,0
1095,No,5473,No,4,1,1,9,8,Sales,Sales Executive,Male,0
1096,No,5207,Yes,3,3,2,15,15,Research & Development,Laboratory Technician,Male,0
1097,No,16437,Yes,3,4,3,21,21,Human Resources,Manager,Male,0
1098,No,2296,No,3,1,3,2,1,Research & Development,Laboratory Technician,Male,0
1099,No,4069,Yes,3,4,4,8,2,Research & Development,Healthcare Representative,Male,0
